## STRATEGY: exact
## SKIPPED: ['has_low_plasma_membrane_amount', 'has_relational_adjective', 'has_high_plasma_membrane_amount', 'has_completed', 'has_not_completed', 'seeAlso', 'lacks_part', 'lacks_plasma_membrane_part', 'immediate_transformation_of']
true_positive	11532192	1861	1882	retinal ganglion cell	cl	CL:0000740	retinal ganglion cell (,{gangliocyte, ganglion cell of retina, RGC})
true_positive	17447844	17868	17887	multinucleate cells	cl	CL:0000228	multinucleate cell (,{syncytium, syncytial cell})
true_positive	17447844	18352	18357	cells	cl	CL:0000000	cell (,)
true_positive	17447844	18410	18415	cells	cl	CL:0000000	cell (,)
true_positive	17447844	18979	18992	Sertoli cells	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	19104	19108	cell	cl	CL:0000000	cell (,)
true_positive	17447844	19319	19324	cells	cl	CL:0000000	cell (,)
true_positive	17447844	19360	19370	Germ Cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	19431	19446	male germ cells	cl	CL:0000015	male germ cell (,)
true_positive	17447844	19513	19522	germ cell	cl	CL:0000586	germ cell (,)
true_positive	17447844	19647	19652	cells	cl	CL:0000000	cell (,)
true_positive	17447844	19670	19674	cell	cl	CL:0000000	cell (,)
true_positive	17447844	19729	19734	cells	cl	CL:0000000	cell (,)
true_positive	17447844	19799	19804	cells	cl	CL:0000000	cell (,)
true_positive	17447844	19851	19864	spermatocytes	cl	CL:0000017	spermatocyte (,)
true_positive	17447844	19951	19956	cells	cl	CL:0000000	cell (,)
true_positive	17447844	20041	20046	cells	cl	CL:0000000	cell (,)
true_positive	17447844	20188	20201	spermatocytes	cl	CL:0000017	spermatocyte (,)
true_positive	17447844	20220	20230	spermatids	cl	CL:0000018	spermatid (,)
true_positive	17447844	20298	20303	cells	cl	CL:0000000	cell (,)
true_positive	17447844	20403	20408	cells	cl	CL:0000000	cell (,)
true_positive	17447844	20437	20449	spermatocyte	cl	CL:0000017	spermatocyte (,)
true_positive	17447844	20618	20623	cells	cl	CL:0000000	cell (,)
true_positive	17447844	20660	20665	cells	cl	CL:0000000	cell (,)
true_positive	17447844	20852	20857	cells	cl	CL:0000000	cell (,)
true_positive	17447844	21062	21067	cells	cl	CL:0000000	cell (,)
true_positive	17447844	21188	21201	spermatocytes	cl	CL:0000017	spermatocyte (,)
true_positive	17447844	21294	21304	germ cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	21461	21471	germ cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	21720	21730	Germ Cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	22339	22352	spermatocytes	cl	CL:0000017	spermatocyte (,)
true_positive	17447844	22528	22541	spermatocytes	cl	CL:0000017	spermatocyte (,)
true_positive	17447844	22710	22715	cells	cl	CL:0000000	cell (,)
true_positive	17447844	23042	23052	Germ Cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	23069	23074	cells	cl	CL:0000000	cell (,)
true_positive	17447844	23437	23442	cells	cl	CL:0000000	cell (,)
true_positive	17447844	23460	23465	cells	cl	CL:0000000	cell (,)
true_positive	17447844	23638	23651	spermatocytes	cl	CL:0000017	spermatocyte (,)
true_positive	17447844	23701	23714	Sertoli Cells	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	23716	23729	Sertoli cells	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	23744	23754	germ cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	23814	23823	germ cell	cl	CL:0000586	germ cell (,)
true_positive	17447844	23888	23901	Sertoli cells	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	23972	23984	Sertoli cell	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	24083	24095	Sertoli cell	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	24143	24155	Sertoli cell	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	24202	24215	Sertoli cells	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	24237	24249	Sertoli cell	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	24446	24459	Sertoli cells	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	24528	24540	Sertoli cell	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	24676	24686	germ cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	24691	24704	spermatocytes	cl	CL:0000017	spermatocyte (,)
true_positive	17447844	24753	24763	germ cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	24820	24832	Sertoli Cell	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	25097	25109	Sertoli cell	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	25219	25231	Sertoli cell	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	25300	25313	Sertoli cells	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	25793	25805	Sertoli cell	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	25895	25907	Sertoli cell	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	25976	25985	germ cell	cl	CL:0000586	germ cell (,)
true_positive	17447844	26036	26048	Sertoli cell	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	26114	26126	Sertoli cell	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	26321	26331	germ cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	26363	26376	Sertoli cells	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	26687	26692	sperm	cl	CL:0000019	sperm (,{spermatozoon, sperm cell, spermatozoid})
true_positive	17447844	26781	26793	Sertoli cell	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	26903	26912	germ cell	cl	CL:0000586	germ cell (,)
true_positive	17447844	26973	26986	Sertoli cells	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	27025	27038	Sertoli cells	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	27135	27140	Cells	cl	CL:0000000	cell (,)
true_positive	17447844	27195	27205	germ cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	27422	27432	germ cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	27648	27653	cells	cl	CL:0000000	cell (,)
true_positive	17447844	28161	28166	cells	cl	CL:0000000	cell (,)
true_positive	17447844	28246	28256	germ cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	28432	28445	spermatocytes	cl	CL:0000017	spermatocyte (,)
true_positive	17447844	28680	28690	germ cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	28823	28828	cells	cl	CL:0000000	cell (,)
true_positive	17447844	28909	28914	cells	cl	CL:0000000	cell (,)
true_positive	17447844	28956	28961	cells	cl	CL:0000000	cell (,)
true_positive	17447844	29056	29061	cells	cl	CL:0000000	cell (,)
true_positive	17447844	29338	29351	spermatocytes	cl	CL:0000017	spermatocyte (,)
true_positive	17447844	29526	29536	germ cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	29700	29705	cells	cl	CL:0000000	cell (,)
true_positive	17447844	29788	29793	cells	cl	CL:0000000	cell (,)
true_positive	17447844	30056	30061	cells	cl	CL:0000000	cell (,)
true_positive	17447844	30161	30171	Germ Cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	30395	30400	cells	cl	CL:0000000	cell (,)
true_positive	17447844	30740	30749	germ cell	cl	CL:0000586	germ cell (,)
true_positive	17447844	31346	31351	cells	cl	CL:0000000	cell (,)
true_positive	17447844	31554	31559	cells	cl	CL:0000000	cell (,)
true_positive	17447844	31909	31914	cells	cl	CL:0000000	cell (,)
true_positive	17447844	32056	32066	germ cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	32129	32139	Germ Cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	32189	32201	spermatocyte	cl	CL:0000017	spermatocyte (,)
true_positive	17447844	32472	32485	spermatocytes	cl	CL:0000017	spermatocyte (,)
true_positive	17447844	32748	32752	cell	cl	CL:0000000	cell (,)
true_positive	17447844	32801	32805	cell	cl	CL:0000000	cell (,)
true_positive	17447844	32918	32923	cells	cl	CL:0000000	cell (,)
true_positive	17447844	32932	32936	cell	cl	CL:0000000	cell (,)
true_positive	17447844	33065	33070	cells	cl	CL:0000000	cell (,)
true_positive	17447844	33079	33083	cell	cl	CL:0000000	cell (,)
true_positive	17447844	33176	33180	cell	cl	CL:0000000	cell (,)
true_positive	17447844	33255	33259	cell	cl	CL:0000000	cell (,)
true_positive	17447844	33472	33477	cells	cl	CL:0000000	cell (,)
true_positive	17447844	33544	33549	cells	cl	CL:0000000	cell (,)
true_positive	17447844	33670	33683	spermatocytes	cl	CL:0000017	spermatocyte (,)
true_positive	17447844	33939	33944	cells	cl	CL:0000000	cell (,)
true_positive	17447844	34342	34347	cells	cl	CL:0000000	cell (,)
true_positive	17447844	34486	34491	cells	cl	CL:0000000	cell (,)
true_positive	17447844	34615	34620	cells	cl	CL:0000000	cell (,)
true_positive	17447844	34744	34749	cells	cl	CL:0000000	cell (,)
true_positive	17447844	34853	34858	cells	cl	CL:0000000	cell (,)
true_positive	17447844	34932	34937	cells	cl	CL:0000000	cell (,)
true_positive	17447844	34970	34975	cells	cl	CL:0000000	cell (,)
true_positive	17447844	35080	35085	cells	cl	CL:0000000	cell (,)
true_positive	17447844	35275	35280	cells	cl	CL:0000000	cell (,)
true_positive	17447844	35468	35473	cells	cl	CL:0000000	cell (,)
true_positive	17447844	35539	35544	cells	cl	CL:0000000	cell (,)
true_positive	17447844	35632	35637	cells	cl	CL:0000000	cell (,)
true_positive	17447844	35661	35666	cells	cl	CL:0000000	cell (,)
true_positive	17447844	35784	35789	cells	cl	CL:0000000	cell (,)
true_positive	17447844	35916	35921	cells	cl	CL:0000000	cell (,)
true_positive	17447844	36107	36112	Cells	cl	CL:0000000	cell (,)
true_positive	17447844	36174	36183	germ cell	cl	CL:0000586	germ cell (,)
true_positive	17447844	36357	36366	germ cell	cl	CL:0000586	germ cell (,)
true_positive	17447844	36611	36626	male germ cells	cl	CL:0000015	male germ cell (,)
true_positive	17447844	36751	36764	spermatocytes	cl	CL:0000017	spermatocyte (,)
true_positive	17447844	36882	36897	male germ cells	cl	CL:0000015	male germ cell (,)
true_positive	17447844	37078	37083	cells	cl	CL:0000000	cell (,)
true_positive	17447844	37407	37412	Cells	cl	CL:0000000	cell (,)
true_positive	17447844	37749	37754	cells	cl	CL:0000000	cell (,)
true_positive	17447844	37966	37979	spermatocytes	cl	CL:0000017	spermatocyte (,)
true_positive	17447844	38122	38127	cells	cl	CL:0000000	cell (,)
true_positive	17447844	38212	38217	cells	cl	CL:0000000	cell (,)
true_positive	17447844	38386	38391	cells	cl	CL:0000000	cell (,)
true_positive	17447844	38427	38432	cells	cl	CL:0000000	cell (,)
true_positive	17447844	38685	38690	cells	cl	CL:0000000	cell (,)
true_positive	17447844	38778	38788	germ cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	38865	38870	cells	cl	CL:0000000	cell (,)
true_positive	17447844	39012	39017	cells	cl	CL:0000000	cell (,)
true_positive	17447844	39084	39094	germ cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	39388	39393	cells	cl	CL:0000000	cell (,)
true_positive	17447844	39484	39489	cells	cl	CL:0000000	cell (,)
true_positive	17447844	39553	39563	germ cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	39865	39870	cells	cl	CL:0000000	cell (,)
true_positive	17447844	41229	41234	cells	cl	CL:0000000	cell (,)
true_positive	17447844	41290	41299	germ cell	cl	CL:0000586	germ cell (,)
true_positive	17447844	41359	41374	male germ cells	cl	CL:0000015	male germ cell (,)
true_positive	17447844	41442	41455	Sertoli cells	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	41492	41497	cells	cl	CL:0000000	cell (,)
true_positive	17447844	41588	41598	germ cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	41620	41630	germ cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	41703	41717	male germ cell	cl	CL:0000015	male germ cell (,)
true_positive	17447844	41820	41827	oocytes	cl	CL:0000023	oocyte (,)
true_positive	17447844	43782	43787	cells	cl	CL:0000000	cell (,)
true_positive	17447844	45289	45294	cells	cl	CL:0000000	cell (,)
true_positive	17447844	45799	45803	cell	cl	CL:0000000	cell (,)
true_positive	17447844	50644	50657	spermatocytes	cl	CL:0000017	spermatocyte (,)
true_positive	17447844	51310	51314	cell	cl	CL:0000000	cell (,)
true_positive	17447844	52357	52361	cell	cl	CL:0000000	cell (,)
true_positive	17447844	52391	52395	cell	cl	CL:0000000	cell (,)
true_positive	17447844	52844	52849	cells	cl	CL:0000000	cell (,)
true_positive	17447844	53016	53029	Sertoli Cells	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	53252	53264	Sertoli cell	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	53287	53291	cell	cl	CL:0000000	cell (,)
true_positive	17447844	53346	53358	Sertoli cell	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	53546	53558	Spermatocyte	cl	CL:0000017	spermatocyte (,)
true_positive	17447844	53577	53590	spermatocytes	cl	CL:0000017	spermatocyte (,)
true_positive	17447844	53762	53767	cells	cl	CL:0000000	cell (,)
true_positive	17447844	53906	53919	Spermatocytes	cl	CL:0000017	spermatocyte (,)
true_positive	17447844	54017	54022	cells	cl	CL:0000000	cell (,)
true_positive	17447844	54048	54053	cells	cl	CL:0000000	cell (,)
true_positive	17447844	54120	54133	spermatocytes	cl	CL:0000017	spermatocyte (,)
true_positive	17447844	54322	54327	cells	cl	CL:0000000	cell (,)
true_positive	17447844	54413	54418	cells	cl	CL:0000000	cell (,)
true_positive	17447844	54956	54960	cell	cl	CL:0000000	cell (,)
true_positive	17590087	28467	28481	Purkinje cells	cl	CL:0000121	Purkinje cell (,)
true_positive	17590087	31416	31427	lymphocytes	cl	CL:0000542	lymphocyte (,)
true_positive	17590087	785	799	Purkinje cells	cl	CL:0000121	Purkinje cell (,)
true_positive	17590087	1972	1977	cells	cl	CL:0000000	cell (,)
true_positive	17590087	5811	5825	Purkinje cells	cl	CL:0000121	Purkinje cell (,)
true_positive	17590087	11918	11932	Purkinje cells	cl	CL:0000121	Purkinje cell (,)
true_positive	17590087	12262	12273	lymphocytes	cl	CL:0000542	lymphocyte (,)
true_positive	17590087	12901	12915	Purkinje cells	cl	CL:0000121	Purkinje cell (,)
true_positive	17590087	13530	13535	cells	cl	CL:0000000	cell (,)
true_positive	17590087	15169	15183	Purkinje cells	cl	CL:0000121	Purkinje cell (,)
true_positive	17590087	19979	19990	lymphocytes	cl	CL:0000542	lymphocyte (,)
true_positive	17608565	45	49	Cell	cl	CL:0000000	cell (,)
true_positive	17608565	651	655	cell	cl	CL:0000000	cell (,)
true_positive	17608565	712	716	cell	cl	CL:0000000	cell (,)
true_positive	17608565	2360	2364	cell	cl	CL:0000000	cell (,)
true_positive	17608565	2714	2718	cell	cl	CL:0000000	cell (,)
true_positive	17608565	14036	14040	cell	cl	CL:0000000	cell (,)
true_positive	17608565	22829	22833	cell	cl	CL:0000000	cell (,)
true_positive	17608565	33070	33074	cell	cl	CL:0000000	cell (,)
true_positive	17608565	33103	33107	cell	cl	CL:0000000	cell (,)
true_positive	17608565	44475	44479	cell	cl	CL:0000000	cell (,)
true_positive	17608565	48071	48075	cell	cl	CL:0000000	cell (,)
true_positive	17608565	2610	2614	cell	cl	CL:0000000	cell (,)
true_positive	17608565	16712	16727	bipolar neurons	cl	CL:0000103	bipolar neuron (,)
true_positive	17608565	25652	25667	bipolar neurons	cl	CL:0000103	bipolar neuron (,)
true_positive	17608565	2271	2276	cells	cl	CL:0000000	cell (,)
true_positive	17608565	46359	46364	cells	cl	CL:0000000	cell (,)
true_positive	17608565	29401	29406	cells	cl	CL:0000000	cell (,)
true_positive	17608565	52890	52895	cells	cl	CL:0000000	cell (,)
true_positive	17608565	271	275	cell	cl	CL:0000000	cell (,)
true_positive	17608565	314	321	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	17608565	503	508	cells	cl	CL:0000000	cell (,)
true_positive	17608565	785	799	amacrine cells	cl	CL:0000561	amacrine cell (,amacrine neuron)
true_positive	17608565	820	832	interneurons	cl	CL:0000099	interneuron (,)
true_positive	17608565	1319	1324	cells	cl	CL:0000000	cell (,)
true_positive	17608565	1978	1983	cells	cl	CL:0000000	cell (,)
true_positive	17608565	2242	2249	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	17608565	2654	2658	cell	cl	CL:0000000	cell (,)
true_positive	17608565	2866	2870	cell	cl	CL:0000000	cell (,)
true_positive	17608565	3060	3064	cell	cl	CL:0000000	cell (,)
true_positive	17608565	3139	3144	cells	cl	CL:0000000	cell (,)
true_positive	17608565	3241	3245	cell	cl	CL:0000000	cell (,)
true_positive	17608565	3303	3307	cell	cl	CL:0000000	cell (,)
true_positive	17608565	3455	3459	cell	cl	CL:0000000	cell (,)
true_positive	17608565	3623	3637	amacrine cells	cl	CL:0000561	amacrine cell (,amacrine neuron)
true_positive	17608565	3743	3757	amacrine cells	cl	CL:0000561	amacrine cell (,amacrine neuron)
true_positive	17608565	4020	4024	Cell	cl	CL:0000000	cell (,)
true_positive	17608565	4155	4159	cell	cl	CL:0000000	cell (,)
true_positive	17608565	4222	4226	cell	cl	CL:0000000	cell (,)
true_positive	17608565	4573	4587	amacrine cells	cl	CL:0000561	amacrine cell (,amacrine neuron)
true_positive	17608565	4664	4668	cell	cl	CL:0000000	cell (,)
true_positive	17608565	5212	5217	cells	cl	CL:0000000	cell (,)
true_positive	17608565	5237	5242	cells	cl	CL:0000000	cell (,)
true_positive	17608565	5278	5283	cells	cl	CL:0000000	cell (,)
true_positive	17608565	5671	5675	cell	cl	CL:0000000	cell (,)
true_positive	17608565	5713	5717	cell	cl	CL:0000000	cell (,)
true_positive	17608565	5871	5875	cell	cl	CL:0000000	cell (,)
true_positive	17608565	6075	6079	cell	cl	CL:0000000	cell (,)
true_positive	17608565	6245	6255	fibroblast	cl	CL:0000057	fibroblast (,)
true_positive	17608565	6327	6338	fibroblasts	cl	CL:0000057	fibroblast (,)
true_positive	17608565	6787	6792	cells	cl	CL:0000000	cell (,)
true_positive	17608565	7281	7292	fibroblasts	cl	CL:0000057	fibroblast (,)
true_positive	17608565	7417	7421	cell	cl	CL:0000000	cell (,)
true_positive	17608565	7885	7890	cells	cl	CL:0000000	cell (,)
true_positive	17608565	7993	7998	cells	cl	CL:0000000	cell (,)
true_positive	17608565	8017	8028	fibroblasts	cl	CL:0000057	fibroblast (,)
true_positive	17608565	8168	8173	cells	cl	CL:0000000	cell (,)
true_positive	17608565	8928	8935	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	17608565	8993	8997	cell	cl	CL:0000000	cell (,)
true_positive	17608565	9414	9420	neuron	cl	CL:0000540	neuron (,nerve cell)
true_positive	17608565	9554	9559	cells	cl	CL:0000000	cell (,)
true_positive	17608565	9757	9764	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	17608565	10058	10072	amacrine cells	cl	CL:0000561	amacrine cell (,amacrine neuron)
true_positive	17608565	10127	10139	interneurons	cl	CL:0000099	interneuron (,)
true_positive	17608565	10547	10552	cells	cl	CL:0000000	cell (,)
true_positive	17608565	10588	10595	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	17608565	10937	10948	fibroblasts	cl	CL:0000057	fibroblast (,)
true_positive	17608565	11267	11274	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	17608565	12158	12162	cell	cl	CL:0000000	cell (,)
true_positive	17608565	12903	12908	cells	cl	CL:0000000	cell (,)
true_positive	17608565	13162	13167	cells	cl	CL:0000000	cell (,)
true_positive	17608565	13927	13932	cells	cl	CL:0000000	cell (,)
true_positive	17608565	14288	14292	cell	cl	CL:0000000	cell (,)
true_positive	17608565	14658	14675	rod bipolar cells	cl	CL:0000751	rod bipolar cell (,)
true_positive	17608565	15851	15855	cell	cl	CL:0000000	cell (,)
true_positive	17608565	15908	15912	cell	cl	CL:0000000	cell (,)
true_positive	17608565	16555	16559	cell	cl	CL:0000000	cell (,)
true_positive	17608565	16785	16789	cell	cl	CL:0000000	cell (,)
true_positive	17608565	17103	17110	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	17608565	18726	18733	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	17608565	18788	18792	cell	cl	CL:0000000	cell (,)
true_positive	17608565	18912	18916	cell	cl	CL:0000000	cell (,)
true_positive	17608565	19536	19543	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	17608565	19963	19977	amacrine cells	cl	CL:0000561	amacrine cell (,amacrine neuron)
true_positive	17608565	21733	21738	cells	cl	CL:0000000	cell (,)
true_positive	17608565	21768	21772	cell	cl	CL:0000000	cell (,)
true_positive	17608565	22159	22173	amacrine cells	cl	CL:0000561	amacrine cell (,amacrine neuron)
